YEAR,WEEK,RK,TEAM,RECORD,PTS,PREV,TRENDING,GAMES
2014,3,16,Florida,2-1,619,11,5,"  vs Southern W 67-53,  vs Mid Tennessee W 79-59"
2014,3,17,Oregon,2-0,613,18,1,"  vs Utah Valley W 69-54,  vs San Francisco W 100-82"
2014,3,18,Connecticut,4-0,600,19,1,"  @ Boston College W 72-70,  vs Indiana W 59-58"
2014,3,19,New Mexico,2-0,353,22,3,"  vs UAB W 97-94,  vs UMass L 81-65,  @ Davidson W 79-58"
2014,3,20,Baylor,3-0,342,23,3,  vs Charleston So W 69-64
2014,3,21,Iowa State,3-0,296,NR,5,  @ BYU W 90-88
2014,3,22,UCLA,2-0,291,24,2,"  vs Sacramento St W 86-50,  vs Morehead State W 81-70,  vs Chattanooga W 106-65"
2014,3,23,Creighton,3-0,246,NR,3,  vs Tulsa W 82-72
2014,3,24,North Carolina,2-1,213,12,12,"  vs Richmond W 82-72,  @ Louisville W 93-84"
2014,3,25,Marquette,2-1,144,17,8,  vs UNH W 58-53
2014,4,1,Michigan State (56),6-0,"1,616",1,--,  vs Mt St Mary's W 98-65
2014,4,2,Kansas (8),4-0,"1,559",2,--,"  vs Wake Forest W 87-78,  vs Villanova L 63-59,  vs UTEP W 67-63"
2014,4,3,Kentucky,4-1,"1,445",4,1,"  vs Cleveland State W 68-61,  vs E Michigan W 81-63,  vs Providence W 79-65"
2014,4,4,Arizona,5-0,"1,425",5,1,"  vs Drexel W 66-62,  vs Duke W 72-66"
2014,4,5,Oklahoma State (1),4-0,"1,347",7,2,"  @ USF W 93-67,  vs Purdue W 97-87,  @ Butler W 69-67,  @ Memphis L 73-68"
2014,4,6,Duke,5-1,"1,285",6,--,"  vs Alabama W 74-64,  @ Arizona L 72-66"
2014,4,7,Ohio State,4-0,"1,206",8,1,"  vs Wyoming W 65-50,  vs North Florida W 99-64"
2014,4,8,Syracuse,4-0,"1,161",9,1,"  vs Minnesota W 75-67,  vs Cal W 92-81,  @ Baylor W 74-67"
2014,4,9,Louisville,5-1,"1,103",3,6,  vs Southern Miss W 69-38
2014,4,10,Wisconsin,6-0,960,12,2,"  vs Saint Louis W 63-57,  @ West Virginia W 70-63"
2014,4,11,Gonzaga,4-0,830,13,2,"  vs Dayton L 84-79,  @ Chaminade W 113-81,  vs Arkansas W 91-81,  vs Coppin State W 86-51"
2014,4,12,Wichita St,5-0,809,14,2,"  vs DePaul W 90-72,  vs BYU W 75-62,  @ Saint Louis W 70-65"
2014,4,13,Connecticut,6-0,798,18,5,  vs Loyola (MD) W 76-66
2014,4,14,Oregon,4-0,731,17,3,"  vs Pacific W 85-62,  vs North Dakota W 91-76,  vs Cal Poly W 82-61"
2014,4,15,Florida,4-1,729,16,1,"  @ Jacksonville W 86-60,  vs FSU W 67-66"
2014,4,16,North Carolina,4-1,712,24,8,  @ UAB L 63-59
2014,4,17,Iowa State,4-0,521,21,4,  vs UMKC W 110-51
2014,4,18,Baylor,4-0,437,20,2,"  @ Chaminade W 93-77,  @ Dayton W 67-66,  vs Syracuse L 74-67,  vs Hardin-Simmons W 104-59"
2014,4,19,UCLA,5-0,416,22,3,"  vs Nevada W 105-84,  vs Northwestern W 95-79"
2014,4,20,Creighton,4-0,373,23,3,"  @ Arizona State W 88-60,  vs San Diego State L 86-80,  vs G Washington L 60-53"
2014,4,21,Memphis,2-1,354,11,10,"  @ Siena W 87-60,  @ LSU W 76-69,  vs Oklahoma State W 73-68"
2014,4,22,Michigan,4-2,238,14,8,  vs Coppin State W 87-45
2014,4,23,Iowa,5-0,197,NR,3,"  @ Xavier W 77-74,  @ UTEP W 89-53,  @ Villanova L 88-83"
2014,4,24,Massachusetts,6-0,188,NR,2, No games scheduled.
2014,4,25,Marquette,3-1,126,25,--,"  @ Arizona State L 79-77,  @ CS Fullerton W 86-66,  vs G Washington W 76-60,  @ San Diego State L 67-59"
2014,5,1,Michigan State (63),7-0,"1,623",1,--,  vs UNC L 79-65
2014,5,2,Arizona (2),7-0,"1,547",4,2,"  vs Texas Tech W 79-58,  vs UNLV W 63-58"
2014,5,3,Kentucky,7-1,"1,473",3,--,  @ Baylor L 67-62
2014,5,4,Syracuse,7-0,"1,375",8,4,"  vs Indiana W 69-52,  vs Binghamton W 93-65"
2014,5,5,Ohio State,6-0,"1,340",7,2,"  vs Maryland W 76-60,  vs Cent Conn St W 74-56"
2014,5,6,Kansas,6-1,"1,240",2,4,  @ Colorado L 75-72
2014,5,7,Louisville,6-1,"1,139",9,2,"  vs UMKC W 90-62,  vs LA-Lafayette W 113-74"
2014,5,8,Wisconsin,8-0,"1,094",10,2,"  @ UVA W 48-38,  vs Marquette W 70-64"
2014,5,9,Oklahoma State,7-1,"1,070",5,4,  vs South Carolina W 79-52
2014,5,10,Duke,6-2,"1,021",6,4,  vs Michigan W 79-69
2014,5,11,Wichita St,8-0,911,12,1,  vs Oral Roberts W 71-58
2014,5,12,Connecticut,7-0,836,13,1,"  vs Florida W 65-64,  vs Maine W 95-68"
2014,5,13,Oregon,7-0,801,14,1,  @ Ole Miss W 115-105
2014,5,14,Villanova,7-0,785,NR,12,"  vs Penn W 77-54,  @ Saint Joe's W 98-68"
2014,5,15,Florida,6-1,758,15,--,  @ UConn L 65-64
2014,5,16,Memphis,5-1,748,21,5,  vs Northwestern St W 96-76
2014,5,17,Iowa State,5-0,623,17,--,"  vs Auburn W 99-70,  @ Northern Iowa W 91-82"
2014,5,18,UCLA,7-0,548,19,1,"  vs UCSB W 89-76,  @ Missouri L 80-71"
2014,5,19,Gonzaga,7-1,380,11,8,  vs New Mexico St W 80-68
2014,5,20,Baylor,7-1,377,18,2,  vs Kentucky W 67-62
2014,5,21,Massachusetts,6-0,274,24,3,"  @ E Michigan W 69-57,  vs BYU W 105-96"
2014,5,22,Michigan,5-2,223,22,--,"  @ Duke L 79-69,  vs Houston Baptist W 107-53"
2014,5,23,Iowa,7-1,171,23,--,"  vs Notre Dame W 98-93,  @ Drake W 83-66"
2014,5,24,San Diego State,5-1,150,NR,2,"  @ San Diego W 65-64,  vs Washington W 70-63"
2014,5,25,Dayton,6-1,90,NR,1,"  vs Delaware State W 56-46,  @ Illinois State L 81-75"
2014,6,1,Arizona (63),9-0,"1,623",2,1,"  vs New Mexico St W 74-48,  @ Michigan W 72-70"
2014,6,2,Syracuse (2),9-0,"1,522",4,2,  @ St John's W 68-63
2014,6,3,Ohio State,8-0,"1,453",5,2,"  vs Bryant W 86-48,  vs North Dakota St W 79-62"
2014,6,4,Wisconsin,10-0,"1,318",8,4,"  vs Milwaukee W 78-52,  vs E Kentucky W 86-61"
2014,6,5,Michigan State,7-1,"1,311",1,4,  @ Oakland W 67-63
2014,6,6,Louisville,8-1,"1,262",7,1,  vs W Kentucky W 79-63
2014,6,7,Oklahoma State,8-1,"1,160",9,2,  vs LA Tech W 70-55
2014,6,8,Duke,7-2,"1,040",10,2, No games scheduled.
2014,6,9,Connecticut,9-0,981,12,3, No games scheduled.
2014,6,10,Villanova,9-0,938,14,4,  vs La Salle W 73-52
2014,6,11,Kentucky,7-2,926,3,8,"  vs Boise State W 70-55,  @ UNC L 82-77"
2014,6,12,Wichita St,9-0,884,11,1,  vs Tennessee W 70-61
2014,6,13,Kansas,6-2,862,6,7,"  @ Florida L 67-61,  vs New Mexico W 80-63"
2014,6,14,Baylor,8-1,843,20,6, No games scheduled.
2014,6,15,Oregon,8-0,831,13,2,  vs Illinois W 71-64
2014,6,16,Memphis,6-1,768,16,--,  vs AR-Little Rock W 73-59
2014,6,17,Iowa State,7-0,606,17,--,  vs Iowa W 85-82
2014,6,18,North Carolina,6-2,450,NR,8,  vs Kentucky W 82-77
2014,6,19,Florida,6-2,434,15,4,  vs Kansas W 67-61
2014,6,20,Gonzaga,8-1,365,19,1,"  @ West Virginia W 80-76,  vs South Alabama W 68-59"
2014,6,21,Colorado,9-1,330,NR,5,  vs Elon W 80-63
2014,6,22,Massachusetts,8-0,326,21,1,  vs N Illinois W 80-54
2014,6,23,Iowa,9-1,207,23,--,"  vs Fair Dickinson W 92-59,  @ Iowa State L 85-82"
2014,6,24,Missouri,9-0,203,NR,2,  vs W Michigan W 66-60
2014,6,25,San Diego State,7-1,159,24,1, No games scheduled.
2014,7,1,Arizona (63),11-0,"1,623",1,--,  vs Southern W 69-43
2014,7,2,Syracuse (2),10-0,"1,528",2,--,  vs High Point W 75-54
2014,7,3,Ohio State,10-0,"1,464",3,--,"  vs Delaware W 76-64,  vs Notre Dame W 64-61"
2014,7,4,Wisconsin,12-0,"1,381",4,--, No games scheduled.
2014,7,5,Michigan State,8-1,"1,297",5,--,"  vs North Florida W 78-48,  @ Texas W 92-78"
2014,7,6,Louisville,9-1,"1,264",6,--,"  vs Missouri State W 90-60,  @ FIU W 85-56"
2014,7,7,Oklahoma State,9-1,"1,165",7,--,"  vs Delaware State W 75-43,  @ Colorado W 78-73"
2014,7,8,Duke,7-2,"1,053",8,--,"  vs Gardner-Webb W 85-66,  vs UCLA W 80-63"
2014,7,9,Villanova,10-0,"1,053",10,2,  vs Rider W 88-67
2014,7,10,Connecticut,9-0,"1,035",9,1,"  vs Stanford L 53-51,  @ Washington W 82-70"
2014,7,11,Wichita St,10-0,923,12,1,"  @ Alabama W 72-67,  vs NC Central W 77-66"
2014,7,12,Baylor,8-1,898,14,2,"  vs Northwestern St W 91-84,  vs Southern W 81-56"
2014,7,13,Oregon,9-0,834,15,2,"  vs UC Irvine W 91-63,  vs BYU W 100-96"
2014,7,14,North Carolina,7-2,792,18,4,"  vs Texas L 86-83,  vs Davidson W 97-85"
2014,7,15,Memphis,7-1,755,16,1,"  vs Florida L 77-75,  vs SE Missouri St W 77-65"
2014,7,16,Florida,7-2,699,19,3,"  @ Memphis W 77-75,  vs Fresno State W 66-49"
2014,7,17,Iowa State,8-0,698,17,--,  @ George Mason W 79-67
2014,7,18,Kansas,7-3,482,13,5,  vs Georgetown W 86-64
2014,7,19,Kentucky,8-3,414,11,8,  vs Belmont W 93-80
2014,7,20,Colorado,10-1,405,21,1,  vs Oklahoma State L 78-73
2014,7,21,Gonzaga,10-1,376,20,1,  @ Kansas State L 72-62
2014,7,22,Massachusetts,9-0,351,22,--,"  @ Ohio W 83-71,  @ FSU L 60-55"
2014,7,23,Missouri,10-0,222,24,1,  vs Illinois L 65-64
2014,7,24,San Diego State,7-1,176,25,1,"  vs Southern Utah W 76-39,  vs McNeese State W 65-36"
2014,7,25,Iowa,10-2,72,23,2,  vs AR-Pine Bluff W 86-61
2014,8,1,Arizona (63),12-0,"1,623",1,--,  vs N Arizona W 77-44
2014,8,2,Syracuse (2),11-0,"1,528",2,--,  vs Villanova W 78-62
2014,8,3,Ohio State,12-0,"1,462",3,--,  vs UL Monroe W 71-31
2014,8,4,Wisconsin,12-0,"1,390",4,--,  vs PV A&M; W 80-43
2014,8,5,Michigan State,10-1,"1,336",5,--,  vs New Orleans W 101-48
2014,8,6,Louisville,11-1,"1,274",6,--,  @ Kentucky L 73-66
2014,8,7,Oklahoma State,11-1,"1,221",7,--, No games scheduled.
2014,8,8,Villanova,11-0,"1,116",8,--,  @ Syracuse L 78-62
2014,8,9,Duke,9-2,"1,108",8,1,  vs E Michigan W 82-59
2014,8,10,Wichita St,12-0,981,11,1,  vs Davidson W 81-70
2014,8,11,Baylor,10-1,970,12,1, No games scheduled.
2014,8,12,Oregon,11-0,914,13,1,  vs Morgan State W 97-76
2014,8,13,Florida,9-2,881,16,3,  vs Savannah State W 76-34
2014,8,14,Iowa State,9-0,804,17,3,"  @ Akron W 83-60,  @ Boise State W 70-66"
2014,8,15,Connecticut,10-1,661,10,5,  vs E Washington W 82-65
2014,8,16,Kansas,8-3,659,18,2, No games scheduled.
2014,8,17,Memphis,8-2,630,15,2,  vs Jackson State W 75-61
2014,8,18,Kentucky,9-3,529,19,1,  vs Louisville W 73-66
2014,8,19,North Carolina,8-3,413,14,5,  vs N Kentucky W 75-60
2014,8,20,San Diego State,9-1,378,24,4,  vs St. Katherine W 118-35
2014,8,21,Colorado,10-2,345,20,1,  vs Georgia W 84-70
2014,8,22,Iowa,11-2,278,25,3, No games scheduled.
2014,8,23,Massachusetts,10-1,154,22,1,  vs Providence W 69-67
2014,8,24,Gonzaga,10-2,79,21,3,  vs Santa Clara W 74-60
2014,8,25,Missouri,10-1,69,23,2,  @ NC State W 68-64
2014,9,1,Arizona (60),13-0,"1,620",1,--,"  vs Washington St W 60-25,  vs Washington W 71-62"
2014,9,2,Syracuse (5),12-0,"1,550",2,--,"  vs E Michigan W 70-48,  vs Miami W 49-44"
2014,9,3,Ohio State,13-0,"1,462",3,--,"  @ Purdue W 78-69,  vs Nebraska W 84-53"
2014,9,4,Wisconsin,13-0,"1,408",4,--,"  @ Northwestern W 76-49,  vs Iowa W 75-71"
2014,9,5,Michigan State,11-1,"1,364",5,--,"  @ Penn State W 79-63,  @ Indiana W 73-56"
2014,9,6,Oklahoma State,11-1,"1,278",7,1,"  vs Robert Morris W 92-66,  @ Kansas State L 74-71"
2014,9,7,Duke,10-2,"1,144",9,2,"  @ Elon W 86-48,  @ Notre Dame L 79-77"
2014,9,8,Wichita St,13-0,"1,067",10,2,"  @ S Illinois W 82-67,  vs Northern Iowa W 67-53"
2014,9,9,Baylor,10-1,"1,013",11,2,"  vs Oral Roberts W 81-55,  vs Savannah State W 80-50"
2014,9,10,Oregon,12-0,987,12,2,"  @ Utah W 70-68,  @ Colorado L 100-91"
2014,9,11,Villanova,11-1,943,8,3,"  @ Butler W 76-73,  vs Providence W 91-61"
2014,9,12,Florida,10-2,915,13,1,  vs Richmond W 67-58
2014,9,13,Iowa State,11-0,869,14,1,"  vs N Illinois W 99-63,  @ Texas Tech W 73-62"
2014,9,14,Louisville,11-2,812,6,8,"  @ UCF W 90-65,  @ Rutgers W 83-76"
2014,9,15,Kentucky,10-3,753,18,3, No games scheduled.
2014,9,16,Kansas,8-3,666,16,--,"  vs Toledo W 93-83,  vs San Diego State L 61-57"
2014,9,17,Connecticut,11-1,647,15,2,"  @ Houston L 75-71,  @ SMU L 74-65"
2014,9,18,Memphis,9-2,625,17,1,"  @ USF W 88-73,  vs Cincinnati L 69-53"
2014,9,19,North Carolina,9-3,413,19,--,"  vs UNC Wilmington W 84-51,  @ Wake Forest L 73-67"
2014,9,20,Colorado,11-2,373,21,1,"  vs Oregon State W 64-58,  vs Oregon W 100-91"
2014,9,21,San Diego State,10-1,371,20,1,"  @ Colorado State W 71-61,  @ Kansas W 61-57"
2014,9,22,Iowa,11-2,258,22,--,"  vs Nebraska W 67-57,  @ Wisconsin L 75-71"
2014,9,23,Massachusetts,11-1,160,23,--,  vs Miami (OH) W 73-65
2014,9,24,Gonzaga,11-2,78,24,--,"  vs San Francisco W 69-41,  vs Saint Mary's W 73-51,  vs Pacific W 86-64"
2014,9,25,Missouri,11-1,76,25,--,  vs LBSU W 69-59
2014,10,1,Arizona (60),15-0,"1,620",1,--,"  @ UCLA W 79-75,  @ USC W 73-53"
2014,10,2,Syracuse (5),14-0,"1,550",2,--,"  @ Virginia Tech W 72-52,  vs UNC W 57-45"
2014,10,3,Ohio State,15-0,"1,470",3,--,"  @ Michigan State L 72-68,  vs Iowa L 84-74"
2014,10,4,Wisconsin,15-0,"1,427",4,--,  vs Illinois W 95-70
2014,10,5,Michigan State,13-1,"1,378",5,--,"  vs OSU W 72-68,  vs Minnesota W 87-75"
2014,10,6,Wichita St,15-0,"1,203",8,2,"  vs Illinois State W 66-47,  @ Missouri State W 72-69"
2014,10,7,Baylor,12-1,"1,169",9,2,"  @ Iowa State L 87-72,  vs TCU W 88-62"
2014,10,8,Villanova,13-1,"1,141",11,3,"  @ Seton Hall W 83-67,  @ St John's W 74-67"
2014,10,9,Iowa State,13-0,"1,076",13,4,"  vs Baylor W 87-72,  @ Oklahoma L 87-82"
2014,10,10,Florida,11-2,"1,052",12,2,"  vs South Carolina W 74-58,  @ Arkansas W 84-82"
2014,10,11,Oklahoma State,12-2,934,6,5,"  vs Texas W 87-74,  @ West Virginia W 73-72"
2014,10,12,Louisville,13-2,825,14,2,"  vs Memphis L 73-67,  vs SMU W 71-63"
2014,10,13,San Diego State,12-1,823,21,8,"  vs Boise State W 69-66,  @ Air Force W 79-72"
2014,10,14,Kentucky,10-3,808,15,1,"  vs Miss St W 85-63,  @ Vanderbilt W 71-62"
2014,10,15,Colorado,13-2,752,20,5,"  @ Washington St W 71-70,  @ Washington L 71-54"
2014,10,16,Duke,11-3,745,7,9,"  vs Georgia Tech W 79-57,  @ Clemson L 72-59"
2014,10,17,Oregon,13-1,715,10,7,"  vs Cal L 96-83,  vs Stanford L 82-80"
2014,10,18,Kansas,9-4,367,16,2,"  @ Oklahoma W 90-83,  vs Kansas State W 86-60"
2014,10,19,Massachusetts,12-1,364,23,4,"  vs Saint Joe's W 66-62,  vs St Bonaventure W 73-68"
2014,10,20,Iowa,12-3,261,22,2,"  vs Northwestern W 93-67,  @ OSU W 84-74"
2014,10,21,Missouri,12-1,247,25,4,"  vs Georgia L 70-64,  @ Auburn W 70-68"
2014,10,22,Gonzaga,14-2,241,24,2,  @ Portland L 82-73
2014,10,23,Illinois,13-2,178,NR,3,"  @ Wisconsin L 95-70,  @ Northwestern L 49-43"
2014,10,24,Memphis,10-3,126,18,6,"  @ Louisville W 73-67,  @ Temple W 79-69"
2014,10,25,Kansas State,11-3,112,NR,1,"  @ TCU W 65-47,  @ Kansas L 86-60"
2014,11,1,Arizona (61),17-0,"1,621",1,--,  vs Arizona State W 91-68
2014,11,2,Syracuse (4),16-0,"1,560",2,--,"  @ Boston College W 69-59,  vs Pitt W 59-54"
2014,11,3,Wisconsin,16-0,"1,482",4,1,"  @ Indiana L 75-72,  vs Michigan L 77-70"
2014,11,4,Michigan State,15-1,"1,442",5,1,"  @ Northwestern W 54-40,  @ Illinois W 78-62"
2014,11,5,Wichita St,17-0,"1,300",6,1,"  vs Bradley W 72-50,  vs Indiana State W 68-48"
2014,11,6,Villanova,15-1,"1,289",8,2,  vs DePaul W 88-62
2014,11,7,Florida,13-2,"1,205",10,3,"  vs Georgia W 72-50,  @ Auburn W 68-61"
2014,11,8,Iowa State,14-1,"1,048",9,1,"  vs Kansas L 77-70,  @ Texas L 86-76"
2014,11,9,Oklahoma State,14-2,"1,046",11,2,"  vs TCU W 82-50,  @ Kansas L 80-78"
2014,11,10,San Diego State,14-1,"1,020",13,3,"  vs Fresno State W 68-60,  vs UNLV W 63-52"
2014,11,11,Ohio State,15-2,979,3,8,  @ Minnesota L 63-53
2014,11,12,Baylor,13-2,952,7,5,"  @ Texas Tech L 82-72,  vs Oklahoma L 66-64"
2014,11,13,Kentucky,12-3,912,14,1,"  @ Arkansas L 87-85,  vs Tennessee W 74-66"
2014,11,14,Iowa,14-3,831,20,6,  vs Minnesota W 94-73
2014,11,15,Kansas,11-4,686,18,3,"  @ Iowa State W 77-70,  vs Oklahoma State W 80-78"
2014,11,16,Massachusetts,14-1,579,19,3,"  @ George Mason W 88-87,  @ Elon W 84-74"
2014,11,17,Memphis,12-3,536,24,7,"  vs UConn L 83-73,  vs LeMoyne-Owen W 101-78"
2014,11,18,Louisville,14-3,525,12,6,"  vs Houston W 91-52,  @ UConn W 76-64"
2014,11,19,Cincinnati,15-2,405,NR,7,"  vs Temple W 69-58,  @ USF W 61-54"
2014,11,20,Creighton,14-2,329,NR,6,"  vs Butler W 88-60,  @ Providence L 81-68"
2014,11,21,Colorado,14-3,328,15,6,"  vs UCLA L 69-56,  vs USC W 83-62"
2014,11,22,Pittsburgh,15-1,299,NR,4,"  @ Georgia Tech W 81-74,  @ Syracuse L 59-54"
2014,11,23,Duke,12-4,193,16,7,"  vs UVA W 69-65,  vs NC State W 95-60"
2014,11,24,Saint Louis,15-2,148,NR,2,"  vs St Bonaventure W 66-60,  vs Fordham W 70-48"
2014,11,25,Oklahoma,13-3,103,NR,1,"  @ Kansas State L 72-66,  @ Baylor W 66-64"
2014,11,26,UCLA,13-3,103,NR,1,"  @ Colorado W 69-56,  @ Utah L 74-69"
2014,12,1,Arizona (61),18-0,"1,621",1,--,"  vs Colorado W 69-57,  vs Utah W 65-56"
2014,12,2,Syracuse (4),18-0,"1,559",2,--,  @ Miami W 64-52
2014,12,3,Michigan State,17-1,"1,497",4,1,"  vs Indiana W 71-66,  vs Michigan L 80-75"
2014,12,4,Villanova,16-1,"1,377",6,2,"  vs Creighton L 96-68,  @ Marquette W 94-85"
2014,12,5,Wichita St,19-0,"1,368",5,--,"  @ Illinois State W 70-55,  @ Drake W 78-61"
2014,12,6,Florida,15-2,"1,303",7,1,"  @ Alabama W 68-62,  vs Tennessee W 67-41"
2014,12,7,San Diego State,16-1,"1,211",10,3,"  @ San Jose State W 75-50,  @ Utah State W 74-69"
2014,12,8,Kansas,13-4,"1,117",15,7,"  vs Baylor W 78-68,  @ TCU W 91-69"
2014,12,9,Wisconsin,16-2,"1,074",3,6,"  @ Minnesota L 81-68,  @ Purdue W 72-58"
2014,12,10,Iowa,15-3,"1,041",14,4,"  @ Michigan L 75-67,  @ Northwestern W 76-50"
2014,12,11,Oklahoma State,15-3,971,9,2,  vs West Virginia W 81-75
2014,12,12,Louisville,16-3,804,18,6,  @ USF W 86-47
2014,12,13,Massachusetts,16-1,781,16,3,"  @ Richmond L 58-55,  vs Fordham W 90-52"
2014,12,14,Kentucky,13-4,769,13,1,"  vs Texas A&M; W 68-51,  vs Georgia W 79-54"
2014,12,15,Cincinnati,17-2,736,19,4,"  vs UCF W 69-51,  @ Temple W 80-76"
2014,12,16,Iowa State,14-3,644,8,8,  vs Kansas State W 81-75
2014,12,17,Ohio State,15-3,549,11,6,"  @ Nebraska L 68-62,  vs Illinois W 62-55"
2014,12,18,Duke,14-4,447,23,5,"  @ Miami W 67-46,  vs FSU W 78-56"
2014,12,19,Saint Louis,17-2,421,24,5,  @ Duquesne W 76-72
2014,12,20,Pittsburgh,16-2,419,22,2,"  vs Clemson W 76-43,  @ Maryland W 83-79"
2014,12,21,Michigan,13-4,362,NR,5,"  vs Iowa W 75-67,  @ Michigan State W 80-75"
2014,12,22,Kansas State,14-4,221,NR,4,"  @ Texas L 67-64,  @ Iowa State L 81-75"
2014,12,23,Memphis,13-4,201,17,6,"  vs Houston W 82-59,  vs USF W 80-58"
2014,12,24,Baylor,13-4,170,12,12,"  @ Kansas L 78-68,  vs Texas L 74-60"
2014,12,25,Oklahoma,14-4,111,25,--,"  vs TCU W 77-69,  @ Texas Tech W 74-65"
2014,13,1,Arizona (63),20-0,"1,623",1,--,"  @ Stanford W 60-57,  @ Cal L 60-58"
2014,13,2,Syracuse (2),19-0,"1,561",2,--,"  @ Wake Forest W 67-57,  vs Duke W 91-89"
2014,13,3,Florida,17-2,"1,436",6,3,"  @ Miss St W 62-51,  vs Texas A&M; W 69-36"
2014,13,4,Wichita St,21-0,"1,435",5,1,"  vs Loyola (CHI) W 57-45,  vs Evansville W 81-67"
2014,13,5,San Diego State,18-1,"1,337",7,2,  vs Colorado State W 65-56
2014,13,6,Kansas,15-4,"1,272",8,2,"  vs Iowa State W 92-81,  @ Texas L 81-69"
2014,13,7,Michigan State,18-2,"1,251",3,4,"  @ Iowa W 71-69,  @ Georgetown L 64-60"
2014,13,8,Oklahoma State,16-3,"1,067",11,3,"  @ Oklahoma L 88-76,  vs Baylor L 76-70"
2014,13,9,Villanova,17-2,"1,063",4,5,"  @ Georgetown W 65-60,  @ Temple W 90-74"
2014,13,10,Michigan,15-4,"1,050",21,11,"  vs Purdue W 75-66,  @ Indiana L 63-52"
2014,13,11,Kentucky,15-4,896,14,3,"  @ LSU L 87-82,  @ Missouri W 84-79"
2014,13,12,Louisville,17-3,891,12,--,"  vs Cincinnati L 69-66,  vs UCF W 87-70"
2014,13,13,Cincinnati,19-2,793,15,2,"  @ Louisville W 69-66,  vs USF W 50-45"
2014,13,14,Wisconsin,17-3,763,9,5,"  vs Northwestern L 65-56,  vs OSU L 59-58"
2014,13,15,Iowa,16-4,722,10,5,"  vs Michigan State L 71-69,  @ Illinois W 81-74"
2014,13,16,Iowa State,15-3,684,16,--,"  @ Kansas L 92-81,  vs Oklahoma W 81-75"
2014,13,17,Duke,16-4,549,18,1,"  @ Pitt W 80-65,  @ Syracuse L 91-89"
2014,13,18,Pittsburgh,18-2,517,20,2,"  vs Duke L 80-65,  vs UVA L 48-45"
2014,13,19,Saint Louis,18-2,464,19,--,"  vs Richmond W 77-57,  vs George Mason W 87-81"
2014,13,20,Creighton,17-3,445,NR,6,  vs St John's W 63-60
2014,13,21,Massachusetts,17-2,353,13,8,"  @ St Bonaventure L 78-65,  @ Saint Joe's L 73-68"
2014,13,22,Memphis,15-4,262,23,1,"  @ UCF W 69-59,  @ SMU L 87-72"
2014,13,23,Oklahoma,16-4,203,25,2,"  vs Oklahoma State W 88-76,  @ Iowa State L 81-75"
2014,13,24,Ohio State,16-4,143,17,7,"  vs Penn State L 71-70,  @ Wisconsin W 59-58"
2014,13,25,Texas,16-4,142,NR,1,  vs Kansas W 81-69
2014,14,1,Syracuse (65),21-0,"1,625",2,1,"  vs Notre Dame W 61-55,  vs Clemson W 57-44"
2014,14,2,Arizona,21-1,"1,517",1,1,"  vs Oregon W 67-65,  vs Oregon State W 76-54"
2014,14,3,Florida,19-2,"1,482",3,--,"  vs Missouri W 68-58,  vs Alabama W 78-69"
2014,14,4,Wichita St,23-0,"1,447",4,--,"  @ Indiana State W 65-58,  @ Northern Iowa W 82-73"
2014,14,5,San Diego State,19-1,"1,370",5,--,"  @ Boise State W 67-65,  vs Nevada W 73-58"
2014,14,6,Villanova,19-2,"1,252",9,3,"  vs Xavier W 81-58,  vs Seton Hall W 70-53"
2014,14,7,Cincinnati,21-2,"1,182",13,6,"  vs UConn W 63-58,  @ SMU L 76-55"
2014,14,8,Kansas,16-5,"1,141",6,2,"  @ Baylor W 69-52,  vs West Virginia W 83-69"
2014,14,9,Michigan State,19-3,"1,136",7,2,"  vs Penn State W 82-67,  @ Wisconsin L 60-58"
2014,14,10,Michigan,16-5,949,10,--,"  vs Nebraska W 79-50,  @ Iowa L 85-67"
2014,14,11,Duke,17-5,940,17,6,"  vs Wake Forest W 83-63,  @ Boston College W 89-68"
2014,14,12,Creighton,18-3,790,20,8,"  vs DePaul W 78-66,  @ St John's L 70-65"
2014,14,13,Saint Louis,20-2,728,19,6,"  @ Saint Joe's W 65-49,  @ La Salle W 65-63"
2014,14,14,Louisville,18-4,723,12,2,  @ Houston W 77-62
2014,14,15,Texas,17-4,719,25,10,"  @ TCU W 59-54,  @ Kansas State L 74-57"
2014,14,16,Iowa State,16-4,717,16,--,"  @ Oklahoma State W 98-97,  vs TCU W 84-69"
2014,14,17,Iowa,17-5,669,15,2,"  vs OSU L 76-69,  vs Michigan W 85-67"
2014,14,18,Kentucky,16-5,653,11,7,"  vs Ole Miss W 80-64,  @ Miss St W 69-59"
2014,14,19,Oklahoma State,16-5,420,8,11,"  vs Iowa State L 98-97,  @ Texas Tech L 65-61"
2014,14,20,Virginia,17-5,364,NR,6,"  vs Boston College W 77-67,  @ Georgia Tech W 64-45"
2014,14,21,Oklahoma,17-5,361,23,2,"  @ West Virginia L 91-86,  vs Baylor W 88-72"
2014,14,22,Connecticut,17-4,252,NR,4,"  @ Cincinnati L 63-58,  @ UCF W 75-55"
2014,14,23,Gonzaga,20-3,237,NR,3,"  vs Portland W 71-66,  @ Memphis L 60-54"
2014,14,24,Memphis,16-5,114,22,2,"  vs Rutgers W 101-69,  vs Gonzaga W 60-54"
2014,14,25,Pittsburgh,18-4,110,18,7,"  @ Miami W 59-55,  vs Virginia Tech W 62-57"
2014,15,1,Syracuse (65),23-0,"1,625",1,--,"  @ Pitt W 58-56,  vs NC State W 56-55"
