,Date,Number,Winner,Type,Loser
17939,Oct 20th 2003,6,Ric Flair,def. (pin),Maven
17940,Oct 20th 2003,7,Shawn Michaels,draw (NC),Goldberg
17941,Oct 20th 2003,1,Val Venis,def.,Steven Richards
17942,Oct 20th 2003,2,Rosey & The Hurricane,def.,Arch Kincaid & Bobby Roode
17943,Oct 20th 2003,3,Rico,def.,Tommy Dreamer
17944,Oct 19th 2003,1,Billy Kidman,def. (pin),Shannon Moore
17945,Oct 19th 2003,1,Tajiri (c),def. (pin),Rey Mysterio
17946,Oct 19th 2003,2,Chris Benoit,def. (sub),A-Train
17947,Oct 19th 2003,3,Zach Gowen,def. (pin),Matt Hardy
17948,Oct 19th 2003,4,Danny Basham & Doug Basham,def. (pin),Bradshaw & Faarooq
17949,Oct 19th 2003,5,Mr. McMahon,def.,Stephanie McMahon
17950,Oct 19th 2003,6,Kurt Angle,def. (sub),John Cena
17951,Oct 19th 2003,7,The Big Show,def. (pin),Eddie Guerrero (c)
17952,Oct 19th 2003,8,Brock Lesnar (c),def. (pin),The Undertaker
17953,Oct 14th 2003,1,Chris Benoit,def. (sub),Doug Basham
17954,Oct 14th 2003,2,Jamie Noble,draw (NC),Tajiri
17955,Oct 14th 2003,3,Eddie Guerrero,def. (pin),Rhyno
17956,Oct 14th 2003,4,Rey Mysterio,def. (pin),Johnny Stamboli
17957,Oct 14th 2003,1,Bradshaw & Faarooq,def. (pin),Chuck Palumbo & Nunzio
17958,Oct 14th 2003,2,A-Train,def. (pin),Orlando Jordan
17959,Oct 14th 2003,3,Ultimo Dragon,def. (pin),Joey Matthews
17960,Oct 14th 2003,4,Matt Hardy,def. (pin),Sho Funaki
17961,Oct 13th 2003,1,Rob Van Dam,def. (DQ),Scott Steiner
17962,Oct 13th 2003,2,Maven,def. (pin),Rico
17963,Oct 13th 2003,3,Booker T. & Bubba Ray Dudley & D-Von Dudley & Shane McMahon,def.,Chris Jericho & Christian & Rene Dupree & Rob Conway
17964,Oct 13th 2003,4,Ivory & Lita & Trish Stratus,def. (pin),Gail Kim & Molly Holly & Victoria
17965,Oct 13th 2003,5,Goldberg & Shawn Michaels,def. (pin),Mark Henry & Randy Orton & Ric Flair
17966,Oct 13th 2003,1,Lance Storm,def.,Rob Begley
17967,Oct 13th 2003,2,Val Venis,def.,Mike Toland
17968,Oct 13th 2003,3,Garrison Cade & Mark Jindrak,def.,Mark Bell & Mike Bell
17969,Oct 13th 2003,4,Spike Dudley,def. (pin),Steven Richards
17970,Oct 7th 2003,1,Tajiri,def. (pin),Ultimo Dragon
17971,Oct 7th 2003,2,The Undertaker,def. (pin),Chuck Palumbo
17972,Oct 7th 2003,3,The Big Show,def. (pin),Orlando Jordan
17973,Oct 7th 2003,4,Shannon Moore,def. (pin),Zach Gowen
17974,Oct 7th 2003,5,A-Train & Danny Basham & Doug Basham,def. (pin),Bradshaw & Chris Benoit
17975,Oct 7th 2003,6,Brock Lesnar,def. (pin),Paul London
17976,Oct 7th 2003,7,The Big Show,def. (CO),Chavo Guerrero
17977,Oct 7th 2003,1,Rey Mysterio,def. (pin),Chris Kanyon
17978,Oct 7th 2003,2,Matt Hardy,def. (pin),Tyson Dux
17979,Oct 7th 2003,3,Billy Kidman,def. (pin),Bobby Roode
17980,Oct 7th 2003,4,Charlie Haas,def. (sub),Sho Funaki
17981,Oct 6th 2003,1,Kane,def. (pin),Rosey
17982,Oct 6th 2003,2,Lita,def. (pin),Gail Kim
17983,Oct 6th 2003,3,Scott Steiner,def. (pin),Spike Dudley
17984,Oct 6th 2003,4,Lance Storm & Rob Van Dam,def. (pin),Chris Jericho & Christian
17985,Oct 6th 2003,5,Randy Orton & Ric Flair,def. (pin),Garrison Cade & Mark Jindrak
17986,Oct 6th 2003,6,Maven & Trish Stratus,def. (pin),Steven Richards & Victoria
17987,Oct 6th 2003,7,Goldberg,def. (DQ),Mark Henry
17988,Oct 6th 2003,1,Test,def. (pin),Tommy Dreamer
17989,Oct 6th 2003,2,Val Venis,def. (pin),Eric Young
17990,Oct 6th 2003,3,Bubba Ray Dudley & D-Von Dudley,def. (pin),Rene Dupree & Rob Conway
17991,Sep 30th 2003,1,Eddie Guerrero,def. (pin),Matt Hardy
17992,Sep 30th 2003,2,Danny Basham & Doug Basham,def.,Bradshaw & Faarooq
17993,Sep 30th 2003,3,Chris Benoit,def. (DQ),Charlie Haas
17994,Sep 30th 2003,4,Tajiri,def. (pin),Billy Kidman
17995,Sep 30th 2003,5,Orlando Jordan,def. (CO),The Big Show
17996,Sep 30th 2003,6,Brock Lesnar & John Cena,def. (pin),Kurt Angle & The Undertaker
17997,Sep 30th 2003,1,Jamie Noble,def.,Shannon Moore
17998,Sep 30th 2003,2,Sean O'Haire,def. (pin),Kevin Krueger
17999,Sep 30th 2003,3,Rhyno,def. (pin),Sho Funaki
18000,Sep 30th 2003,4,Rey Mysterio,def. (pin),Nunzio
18001,Sep 29th 2003,1,Bubba Ray Dudley & D-Von Dudley,def. (pin),Scott Steiner & Test
18002,Sep 29th 2003,2,Garrison Cade & Mark Jindrak & Maven,def. (pin),Rene Dupree & Rob Conway & Sylvain Grenier
18003,Sep 29th 2003,3,Jim Ross,def.,Jonathan Coachman
18004,Sep 29th 2003,4,Kane,def. (pin),The Hurricane
18005,Sep 29th 2003,5,Goldberg & Shawn Michaels,def. (DQ),Randy Orton & Ric Flair
18006,Sep 29th 2003,6,Rob Van Dam,def.,Christian (c)
18007,Sep 29th 2003,1,Rico,def. (pin),Spike Dudley
18008,Sep 29th 2003,2,Rodney Mack,def. (pin),Ken Anderson
18009,Sep 29th 2003,3,Tommy Dreamer,def. (pin),Sheik Shawn Davari
18010,Sep 29th 2003,4,Lance Storm,def. (pin),Stevie Richards
18011,Sep 23rd 2003,1,Chavo Guerrero & Eddie Guerrero,def. (pin),Matt Hardy & Shannon Moore
18012,Sep 23rd 2003,2,Tajiri,def. (pin),Rey Mysterio (c)
18013,Sep 23rd 2003,3,Bradshaw & Jamie Noble,def. (DQ),Danny Basham & Doug Basham
18014,Sep 23rd 2003,4,The Big Show,def.,Arch Kincaid & John Walters
18015,Sep 23rd 2003,5,Eddie Guerrero,def. (pin),Charlie Haas
18016,Sep 23rd 2003,1,Billy Kidman,def. (pin),Nunzio
18017,Sep 23rd 2003,2,Sean O'Haire,def. (pin),Crowbar
18018,Sep 23rd 2003,3,Sho Funaki & Ultimo Dragon,def. (pin),Jason Pacaro & Joey Matthews
18019,Sep 23rd 2003,4,Rhyno,def. (pin),Orlando Jordan
18020,Sep 22nd 2003,1,Rob Van Dam,def. (DQ),Christian (c)
18021,Sep 22nd 2003,2,Mark Henry,def. (pin),Tommy Dreamer
18022,Sep 22nd 2003,3,Lita & Trish Stratus,def. (pin),Gail Kim & Molly Holly
18023,Sep 22nd 2003,4,Rosey & The Hurricane,def. (pin),Rene Dupree & Rob Conway
18024,Sep 22nd 2003,5,Randy Orton & Ric Flair & Triple H,def. (pin),Garrison Cade & Mark Jindrak & Maven
18025,Sep 22nd 2003,6,Goldberg,def. (pin),Chris Jericho
18026,Sep 22nd 2003,1,Val Venis,def. (pin),Steven Richards
18027,Sep 22nd 2003,2,Rodney Mack,def. (pin),Jason Pacaro
18028,Sep 22nd 2003,3,Rico,def. (pin),Arch Kincaid
18029,Sep 22nd 2003,4,Scott Steiner,def. (pin),Crowbar
18030,Sep 21st 2003,1,Maven,def. (pin),Steven Richards
18031,Sep 21st 2003,1,Bubba Ray Dudley & D-Von Dudley,def.,Rene Dupree (c) & Rob Conway & Sylvain Grenier (c)
18032,Sep 21st 2003,2,Test,def. (pin),Scott Steiner
18033,Sep 21st 2003,3,Randy Orton,def. (pin),Shawn Michaels
18034,Sep 21st 2003,4,Lita & Trish Stratus,def. (pin),Gail Kim & Molly Holly
18035,Sep 21st 2003,5,Kane,def. (TKO),Shane McMahon
18036,Sep 21st 2003,6,Christian (c),def. (pin),"Chris Jericho, Rob Van Dam"
18037,Sep 21st 2003,7,Al Snow & Jonathan Coachman,def. (pin),Jerry Lawler & Jim Ross
18038,Sep 21st 2003,8,Goldberg,def. (pin),Triple H (c)
18039,Sep 20th 2003,1,Chris Benoit,def. (sub),The Big Show
18040,Sep 20th 2003,2,Matt Hardy & Shannon Moore,def. (pin),Paul London & Spanky
18041,Sep 20th 2003,3,Sho Funaki,def. (pin),Nunzio
18042,Sep 20th 2003,4,Danny Basham & Doug Basham,def. (pin),Jamie Noble & Ultimo Dragon
18043,Sep 20th 2003,5,A-Train,def. (pin),Orlando Jordan
18044,Sep 20th 2003,6,Rey Mysterio (c),def. (pin),Tajiri
18045,Sep 20th 2003,7,Charlie Haas,def. (pin),Billy Kidman
18046,Sep 20th 2003,8,Eddie Guerrero (c),def. (pin),"John Cena, Rhyno"
18047,Sep 20th 2003,9,Torrie Wilson,def.,"Dawn Marie, Sable"
18048,Sep 20th 2003,10,Brock Lesnar (c),def.,The Undertaker
18049,Sep 16th 2003,1,Chris Benoit & Rey Mysterio,def. (pin),Rhyno & Tajiri
18050,Sep 16th 2003,2,Shaniqua,def. (pin),Nidia & Torrie Wilson
18051,Sep 16th 2003,3,Chavo Guerrero & Eddie Guerrero,def. (pin),Charlie Haas (c) & Shelton Benjamin (c)
18052,Sep 16th 2003,4,Brock Lesnar,def.,Kurt Angle (c)
18053,Sep 16th 2003,1,The Big Show,def. (pin),Murray Happer & Pat Cusick
18054,Sep 16th 2003,2,Matt Hardy,def. (pin),Joey Matthews
18055,Sep 16th 2003,3,Billy Kidman,def. (pin),Shannon Moore
18056,Sep 16th 2003,4,Orlando Jordan,def. (pin),Chuck Palumbo
18057,Sep 15th 2003,1,Rob Van Dam,draw,Chris Jericho
18058,Sep 15th 2003,2,Rob Conway,def. (pin),Spike Dudley
18059,Sep 15th 2003,3,The Fabulous Moolah,def. (pin),Victoria
18060,Sep 15th 2003,4,Mark Henry & Rodney Mack,def. (pin),Goldust & Lance Storm
18061,Sep 15th 2003,5,Gail Kim & Molly Holly,def. (pin),Trish Stratus
18062,Sep 15th 2003,6,Val Venis,def. (pin),Test
18063,Sep 15th 2003,7,Jerry Lawler,def. (pin),Al Snow
18064,Sep 15th 2003,1,Maven,def.,Rico
18065,Sep 15th 2003,2,Rosey & The Hurricane,def.,"Joey Matthews, Matt Cappotelli"
18066,Sep 15th 2003,3,Steven Richards,def.,Tommy Dreamer
18067,Sep 15th 2003,4,Garrison Cade & Mark Jindrak,def.,Unknown Male Wrestler & Unknown Male Wrestler
18068,Sep 9th 2003,1,Nunzio & Tajiri,def. (pin),Billy Kidman & Rey Mysterio
18069,Sep 9th 2003,2,Shaniqua,def. (DQ),Dawn Marie
18070,Sep 9th 2003,3,Chris Benoit,def. (sub),Rhyno
18071,Sep 9th 2003,4,Eddie Guerrero,def. (pin),John Cena
18072,Sep 9th 2003,5,Bradshaw & Faarooq,def. (pin),Matt Hardy & Shannon Moore
18073,Sep 9th 2003,6,Stephanie McMahon,draw (NC),Brock Lesnar
18074,Sep 9th 2003,1,Jamie Noble,def. (pin),Chris Kanyon
18075,Sep 9th 2003,2,Danny Basham & Doug Basham,def. (pin),Poker Face & Scott Vantastic
18076,Sep 9th 2003,3,Charlie Haas & Shelton Benjamin,def.,Sho Funaki & Ultimo Dragon
18077,Sep 8th 2003,1,Kane,def. (pin),Rob Van Dam
18078,Sep 8th 2003,2,Lance Storm,def. (pin),Rico
18079,Sep 8th 2003,3,Gail Kim & Molly Holly,def. (pin),Jacqueline & Trish Stratus
18080,Sep 8th 2003,4,Mark Henry & Rene Dupree & Rob Conway & Rodney Mack & Sylvain Grenier,def. (pin),Bubba Ray Dudley & D-Von Dudley & Rosey & Spike Dudley & The Hurricane
18081,Sep 8th 2003,5,Scott Steiner,def.,Steven Richards
18082,Sep 8th 2003,6,Goldberg & Randy Orton,draw (NC),Ric Flair & Triple H
18083,Sep 8th 2003,1,Maven,def. (pin),Jason Static
18084,Sep 8th 2003,2,Garrison Cade & Mark Jindrak,def. (pin),Alan Steele & Bobby Roode
18085,Sep 8th 2003,3,Christian,def. (pin),Val Venis
18086,Sep 2nd 2003,1,Charlie Haas & Shelton Benjamin,def. (pin),Bradshaw & Faarooq
18087,Sep 2nd 2003,2,Chris Benoit,def. (pin),A-Train
18088,Sep 2nd 2003,3,The Undertaker,draw (NC),Kurt Angle
18089,Sep 2nd 2003,4,Torrie Wilson,def.,"Dawn Marie, Nidia, Sable"
18090,Sep 2nd 2003,5,Rey Mysterio (c),def. (pin),Tajiri
18091,Sep 2nd 2003,1,Billy Kidman,def.,Nunzio
18092,Sep 2nd 2003,2,Matt Hardy & Shannon Moore,def.,Sho Funaki & Ultimo Dragon
18093,Sep 2nd 2003,3,Sean O'Haire,def.,Orlando Jordan
18094,Sep 2nd 2003,4,Billy Gunn & Jamie Noble,def.,Chuck Palumbo & Johnny Stamboli
18095,Sep 1st 2003,1,Jonathan Coachman,def. (pin),Jerry Lawler
18096,Sep 1st 2003,2,Christian,def. (pin),Chris Jericho
18097,Sep 1st 2003,3,Gail Kim & Molly Holly,def. (pin),Ivory & Trish Stratus
18098,Sep 1st 2003,4,Rene Dupree & Sylvain Grenier,def. (pin),Rosey & The Hurricane
18099,Sep 1st 2003,5,Stacy Keibler & Test,def. (pin),Steven Richards & Victoria
18100,Sep 1st 2003,6,Goldberg & Maven & Shawn Michaels,def. (pin),Randy Orton & Ric Flair & Triple H
18101,Sep 1st 2003,1,Rob Conway,def. (pin),Spike Dudley
18102,Sep 1st 2003,2,Tommy Dreamer,def. (pin),Jimmy Yang
18103,Sep 1st 2003,3,Val Venis,def.,Slater Vain
18104,Sep 1st 2003,4,Mark Henry & Rodney Mack,def.,Garrison Cade & Mark Jindrak
18105,Aug 26th 2003,1,Rey Mysterio,def. (pin),Nunzio
18106,Aug 26th 2003,2,Chris Benoit,def. (sub),A-Train
18107,Aug 26th 2003,3,Eddie Guerrero,def. (DQ),John Cena
18108,Aug 26th 2003,4,The Undertaker,def. (pin),"Brock Lesnar, The Big Show"
18109,Aug 26th 2003,1,Doug Basham,def. (pin),Billy Gunn
18110,Aug 26th 2003,2,Shannon Moore,def. (pin),W. T. Gates
18111,Aug 26th 2003,3,Tajiri,def. (pin),Billy Kidman
18112,Aug 26th 2003,4,Charlie Haas & Shelton Benjamin,def. (pin),Bradshaw & Faarooq
18113,Aug 25th 2003,1,Trish Stratus,def. (pin),Gail Kim
18114,Aug 25th 2003,2,Rene Dupree & Rob Conway & Sylvain Grenier,def. (pin),Bubba Ray Dudley & D-Von Dudley & Spike Dudley
18115,Aug 25th 2003,3,Mark Henry & Rodney Mack,def. (pin),Garrison Cade & Mark Jindrak
18116,Aug 25th 2003,4,Randy Orton,def. (pin),Maven
18117,Aug 25th 2003,5,Christian,def. (pin),Jerry Lawler
18118,Aug 25th 2003,6,Shane McMahon,draw (NC),Chris Jericho
18119,Aug 25th 2003,1,Scott Steiner,def.,Mike Knox
18120,Aug 25th 2003,2,Steven Richards & Victoria,def.,Ivory & Tommy Dreamer
18121,Aug 25th 2003,3,Test,def.,Derock Neikirk
18122,Aug 25th 2003,4,Val Venis,def.,Rico
18123,Aug 24th 2003,1,Matt Hardy,def. (forfeit),Zach Gowen
18124,Aug 24th 2003,2,Rey Mysterio,def. (pin),Shannon Moore
18125,Aug 24th 2003,1,Rene Dupree (c) & Sylvain Grenier (c),def. (pin),Bubba Ray Dudley & D-Von Dudley
18126,Aug 24th 2003,2,The Undertaker,def. (pin),A-Train
18127,Aug 24th 2003,3,Shane McMahon,def. (pin),Eric Bischoff
18128,Aug 24th 2003,4,Eddie Guerrero (c),def. (pin),"Chris Benoit, Rhyno, Tajiri"
18129,Aug 24th 2003,5,Kurt Angle (c),def. (sub),Brock Lesnar
18130,Aug 24th 2003,6,Kane,def. (pin),Rob Van Dam
18131,Aug 24th 2003,7,Triple H (c),def. (pin),"Chris Jericho, Goldberg, Kevin Nash, Randy Orton, Shawn Michaels"
18132,Aug 19th 2003,1,Rey Mysterio,def. (pin),Matt Hardy
18133,Aug 19th 2003,2,Danny Basham & Doug Basham,def. (pin),Billy Gunn & Jamie Noble
18134,Aug 19th 2003,3,Zach Gowen,def. (DQ),Brock Lesnar
18135,Aug 19th 2003,4,A-Train & John Cena,def. (pin),Orlando Jordan & The Undertaker
18136,Aug 19th 2003,5,Eddie Guerrero & Rhyno,def. (pin),Chris Benoit & Tajiri
18137,Aug 19th 2003,6,Kurt Angle,def. (pin),The Big Show
18138,Aug 19th 2003,1,Billy Kidman,def. (pin),Shannon Moore
18139,Aug 19th 2003,2,Sean O'Haire,def. (pin),Sho Funaki
18140,Aug 19th 2003,3,Chuck Palumbo & Johnny Stamboli,def. (pin),Bobby Roode & Eric Young
18141,Aug 19th 2003,4,Bradshaw,def. (pin),Shelton Benjamin
18142,Aug 18th 2003,1,Molly Holly,def. (DQ),Trish Stratus
18143,Aug 18th 2003,2,Test,def. (pin),Scott Steiner
18144,Aug 18th 2003,3,Chris Jericho,def. (pin),Kevin Nash
18145,Aug 18th 2003,4,Rosey,def. (pin),Rodney Mack
18146,Aug 18th 2003,5,Rob Van Dam,draw (NC),Christian
18147,Aug 18th 2003,6,Goldberg,def. (pin),Randy Orton
18148,Aug 18th 2003,1,Rico,def. (pin),Spike Dudley
18149,Aug 18th 2003,2,Garrison Cade & Mark Jindrak,def.,Unknown Male Wrestler & Unknown Male Wrestler
18150,Aug 18th 2003,3,Mark Henry,def. (pin),Tyson Dux
18151,Aug 18th 2003,4,Steven Richards & Victoria,def. (pin),Ivory & Tommy Dreamer
18152,Aug 12th 2003,1,Charlie Haas & Shelton Benjamin,def. (pin),Billy Kidman & Rey Mysterio
18153,Aug 12th 2003,2,Danny Basham,def. (pin),Billy Gunn
18154,Aug 12th 2003,3,The Big Show,def. (CO),The Undertaker
18155,Aug 12th 2003,4,Tajiri,def. (pin),Rhyno
18156,Aug 12th 2003,5,John Cena,def. (pin),Zach Gowen
18157,Aug 12th 2003,6,Spanky,def. (DQ),Brock Lesnar
18158,Aug 12th 2003,7,A-Train,def. (pin),Stephanie McMahon
18159,Aug 12th 2003,1,Nunzio,def. (pin),Sho Funaki
18160,Aug 12th 2003,2,Sean O'Haire,def. (pin),Ken Anderson
18161,Aug 12th 2003,3,Chuck Palumbo & Johnny Stamboli,def. (pin),Slater Vain & Steve Fendler
18162,Aug 12th 2003,4,Matt Hardy,def. (pin),Orlando Jordan
18163,Aug 11th 2003,1,Jackie Gayda & Rico,def. (pin),Scott Steiner & Stacy Keibler
18164,Aug 11th 2003,2,Bubba Ray Dudley & D-Von Dudley,def. (DQ),Rene Dupree & Sylvain Grenier
18165,Aug 11th 2003,3,Christian (c),def. (pin),Spike Dudley
18166,Aug 11th 2003,4,Eric Bischoff,def. (CO),Kane
18167,Aug 11th 2003,5,Molly Holly,def. (pin),"Gail Kim, Trish Stratus"
18168,Aug 11th 2003,6,The Hurricane,def. (pin),Rodney Mack
18169,Aug 11th 2003,7,Goldberg,def. (pin),Ric Flair
18170,Aug 11th 2003,1,Maven,def. (pin),Steve Fendler
18171,Aug 11th 2003,2,,def. (pin),
18172,Aug 11th 2003,3,Garrison Cade & Mark Jindrak,def.,Ken Anderson & Slater Vain
18173,Aug 5th 2003,1,Chris Benoit & Tajiri,def. (sub),Eddie Guerrero & Rhyno
18174,Aug 5th 2003,2,Jamie Noble,def. (pin),Doug Basham
18175,Aug 5th 2003,3,John Cena,def. (pin),The Undertaker
18176,Aug 5th 2003,4,Charlie Haas,def. (sub),Rey Mysterio
18177,Aug 5th 2003,5,Brock Lesnar,draw (NC),Mr. McMahon
18178,Aug 5th 2003,1,Orlando Jordan,def.,Randy Anderson
18179,Aug 5th 2003,2,Bradshaw & Faarooq,def.,Chuck Palumbo & Johnny Stamboli
18180,Aug 5th 2003,3,Charlie Haas & Shelton Benjamin,def.,Sho Funaki & Spanky
18181,Aug 4th 2003,1,Bubba Ray Dudley,def. (pin),Rene Dupree
18182,Aug 4th 2003,2,Randy Orton,def. (pin),Scott Steiner
18183,Aug 4th 2003,3,Christian,def. (pin),The Hurricane
18184,Aug 4th 2003,4,Goldberg,def. (DQ),Ric Flair
18185,Aug 4th 2003,5,Trish Stratus,def. (DQ),Molly Holly
18186,Aug 4th 2003,6,Rob Van Dam,def. (pin),Chris Jericho
18187,Aug 4th 2003,7,Eric Bischoff,def. (pin),Shane McMahon
18188,Aug 4th 2003,1,Garrison Cade & Mark Jindrak,def. (pin),Buddy Wayne & Tony Kozina
18189,Aug 4th 2003,2,Test,def. (pin),Tommy Dreamer
18190,Aug 4th 2003,3,Steven Richards & Victoria,def.,Ivory & Maven
18191,Jul 29th 2003,1,Rey Mysterio,def. (pin),Shelton Benjamin
18192,Jul 29th 2003,2,Chris Benoit,def. (sub),Doink the Clown (Dinsmore)
18193,Jul 29th 2003,3,Eddie Guerrero (c),def. (pin),Tajiri
18194,Jul 29th 2003,4,Shannon Moore,def. (pin),Zach Gowen
18195,Jul 29th 2003,5,John Cena,def. (pin),Orlando Jordan
18196,Jul 29th 2003,6,Brock Lesnar & Kurt Angle,def. (pin),A-Train & The Big Show
18197,Jul 29th 2003,1,Matt Hardy,def. (pin),Spanky
18198,Jul 29th 2003,2,Ultimo Dragon,def. (pin),Nunzio
18199,Jul 29th 2003,3,Danny Basham & Doug Basham & Sean O'Haire,def. (pin),Bradshaw & Faarooq & Sho Funaki
18200,Jul 28th 2003,1,Booker T. & Scott Steiner,def. (pin),Christian & Test
18201,Jul 28th 2003,2,Goldberg,def. (pin),Steven Richards
18202,Jul 28th 2003,3,Val Venis,def. (pin),Rico
18203,Jul 28th 2003,4,Kevin Nash,def. (DQ),Chris Jericho
18204,Jul 28th 2003,5,Rene Dupree & Sylvain Grenier,def. (pin),Garrison Cade & Mark Jindrak
18205,Jul 28th 2003,6,Molly Holly,def. (pin),Gail Kim (c)
18206,Jul 28th 2003,1,Rodney Mack,def.,Tommy Dreamer
18207,Jul 28th 2003,2,Maven,def.,Aaron Stevens
18208,Jul 28th 2003,3,Goldust,def.,Steven Richards
18209,Jul 28th 2003,4,Spike Dudley,def.,Lance Storm
18210,Jul 27th 2003,1,Ultimo Dragon,def. (pin),Chris Kanyon
18211,Jul 27th 2003,1,Eddie Guerrero,def. (pin),Chris Benoit
18212,Jul 27th 2003,2,Jamie Noble,def. (pin),Billy Gunn
18213,Jul 27th 2003,3,Bradshaw,def.,"A-Train, Brother Love, Chris Kanyon, Chuck Palumbo, Conquistador Uno, Conqusitador Dos, Danny Basham, Doink the Clown (Dinsmore), Doug Basham, Faarooq, Funaki, John Hennigan, Johnny Stamboli, Matt Cappotelli, Matt Hardy, Nunzio, Orlando Jordan, Sean O'Haire, Shannon Moore, Spanky, The Brooklyn Brawler, The Easter Bunny"
18214,Jul 27th 2003,4,Charlie Haas (c) & Shelton Benjamin (c),def. (pin),Billy Kidman & Rey Mysterio
18215,Jul 27th 2003,5,Sable,def. (pin),Stephanie McMahon
18216,Jul 27th 2003,6,The Undertaker,def. (pin),John Cena
18217,Jul 27th 2003,7,Mr. McMahon,def. (pin),Zach Gowen
18218,Jul 27th 2003,8,Kurt Angle,def. (pin),"Brock Lesnar (c), The Big Show"
18219,Jul 22nd 2003,1,Billy Kidman & Rey Mysterio,def. (pin),Matt Hardy & Shannon Moore
18220,Jul 22nd 2003,2,Billy Gunn,def. (pin),Jamie Noble
18221,Jul 22nd 2003,3,Eddie Guerrero,def. (pin),Rhyno
18222,Jul 22nd 2003,4,Bradshaw & Faarooq,def. (pin),Chuck Palumbo & Johnny Stamboli
18223,Jul 22nd 2003,5,Charlie Haas & Shelton Benjamin & The Big Show,def. (pin),Brock Lesnar & Kurt Angle & Zach Gowen
18224,Jul 22nd 2003,1,Chris Kanyon,def. (pin),Keiji Sakoda
18225,Jul 22nd 2003,2,Orlando Jordan,def.,Nunzio
18226,Jul 22nd 2003,3,Danny Basham & Doug Basham,def. (pin),Sho Funaki & Spanky
18227,Jul 21st 2003,1,Molly Holly & Victoria,def. (pin),Gail Kim & Trish Stratus
18228,Jul 21st 2003,2,Randy Orton,def. (pin),Val Venis
18229,Jul 21st 2003,3,Chris Jericho,def. (sub),Shawn Michaels
18230,Jul 21st 2003,4,Booker T. (c),def. (pin),Test
18231,Jul 21st 2003,5,Rob Van Dam,draw (NC),Kane
18232,Jul 21st 2003,1,Rodney Mack,def. (sub),Maven
18233,Jul 21st 2003,2,Christian,def. (pin),Solo
18234,Jul 21st 2003,3,Rene Dupree & Sylvain Grenier,def. (DQ),Bubba Ray Dudley & D-Von Dudley
18235,Jul 21st 2003,4,Goldust,def. (pin),Steven Richards
18236,Jul 14th 2003,1,Kevin Nash & Scott Steiner & Trish Stratus,def. (pin),Steven Richards & Test & Victoria
18237,Jul 14th 2003,2,Maven,def. (pin),Lance Storm
18238,Jul 14th 2003,3,Randy Orton & Ric Flair & Triple H,def. (pin),Bubba Ray Dudley & D-Von Dudley & Spike Dudley
18239,Jul 14th 2003,4,Rodney Mack,def. (pin),Rosey
18240,Jul 14th 2003,5,Booker T. (c),def. (pin),Christian
18241,Jul 14th 2003,6,Gail Kim,def. (pin),Molly Holly
18242,Jul 14th 2003,1,Garrison Cade & Mark Jindrak,def. (pin),Rene Dupree & Sylvain Grenier
18243,Jul 14th 2003,2,Tommy Dreamer,def. (pin),Nick Dinsmore
18244,Jul 14th 2003,3,The Hurricane,def. (pin),Rob Conway
18245,Jul 14th 2003,4,Rico,def. (pin),Val Venis
18246,Jul 13th 2003,1,Chris Benoit,def. (sub),Matt Hardy
18247,Jul 13th 2003,2,Ultimo Dragon,def. (pin),Jamie Noble
18248,Jul 13th 2003,3,Billy Kidman & Rey Mysterio,def. (pin),Conquistador #45 & Conquistador #47
18249,Jul 13th 2003,4,Rhyno,draw (NC),Sean O'Haire
18250,Jul 13th 2003,5,Eddie Guerrero,def. (pin),Billy Gunn
18251,Jul 13th 2003,6,Kurt Angle,def. (sub),Charlie Haas & Shelton Benjamin & The Big Show
18252,Jul 13th 2003,1,Sho Funaki & Spanky,def. (pin),Chuck Palumbo & Johnny Stamboli
18253,Jul 13th 2003,2,Danny Basham & Doug Basham,def. (pin),Johnny Jeter & Matt Cappotelli
18254,Jul 13th 2003,3,A-Train,def. (pin),Orlando Jordan
18255,Jul 13th 2003,4,Nidia,def. (pin),Dawn Marie
18256,Jul 8th 2003,1,Billy Kidman & Rey Mysterio,def. (pin),"Bradshaw & Faarooq, Chuck Palumbo & Johnny Stamboli, Danny Basham & Doug Basham"
18257,Jul 8th 2003,2,Chris Benoit & Rhyno,def. (sub),Matt Hardy & Shannon Moore
18258,Jul 8th 2003,3,Eddie Guerrero,def. (pin),Ultimo Dragon
18259,Jul 8th 2003,4,Billy Gunn & Torrie Wilson,def. (pin),Jamie Noble & Nidia
18260,Jul 8th 2003,5,Charlie Haas & Shelton Benjamin & The Big Show,def. (pin),Brock Lesnar
18261,Jul 8th 2003,1,Sean O'Haire,def. (pin),Bobby Roode
18262,Jul 8th 2003,2,Orlando Jordan,def. (pin),Chris Kanyon
18263,Jul 8th 2003,3,A-Train,def. (pin),Sho Funaki
18264,Jul 8th 2003,4,Nunzio,def. (pin),Spanky
18265,Jul 7th 2003,1,Booker T.,def. (pin),Christian (c)
18266,Jul 7th 2003,2,Rosey,def. (pin),The Hurricane
18267,Jul 7th 2003,3,Gail Kim & Val Venis,def. (pin),Steven Richards & Victoria
18268,Jul 7th 2003,4,Test,def. (pin),Kevin Nash
18269,Jul 7th 2003,5,Chris Jericho,def. (sub),Mark Jindrak
18270,Jul 7th 2003,6,Molly Holly,def. (sub),Trish Stratus
18271,Jul 7th 2003,7,Bubba Ray Dudley & Rob Van Dam,def. (pin),Randy Orton & Ric Flair
